Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,HoursMinutes,Time_weather,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 01:31:53.229000,STR,18,0 days 00:01:41.570000,19.0,1.0,,,0 days 00:00:27.352000,0 days 00:00:40.579000,0 days 00:00:33.639000,0 days 01:30:39.011000,0 days 01:31:19.590000,0 days 01:31:53.229000,200.0,181.0,202.0,301.0,True,HARD,20.0,False,Aston Martin,0 days 01:30:11.659000,2024-10-20 19:36:49.257,1,13.0,False,,False,True,1:31,0 days 01:31:46.726000,28.3,36.0,1006.2,False,47.2,181,1.0
0 days 01:33:34.830000,STR,18,0 days 00:01:41.601000,20.0,1.0,,,0 days 00:00:27.341000,0 days 00:00:40.414000,0 days 00:00:33.846000,0 days 01:32:20.570000,0 days 01:33:00.984000,0 days 01:33:34.830000,205.0,180.0,203.0,302.0,False,HARD,21.0,False,Aston Martin,0 days 01:31:53.229000,2024-10-20 19:38:30.827,1,13.0,False,,False,True,1:33,0 days 01:33:46.729000,28.5,36.0,1006.1,False,47.1,0,0.7
0 days 01:35:16.246000,STR,18,0 days 00:01:41.416000,21.0,1.0,,,0 days 00:00:27.236000,0 days 00:00:40.373000,0 days 00:00:33.807000,0 days 01:34:02.066000,0 days 01:34:42.439000,0 days 01:35:16.246000,,181.0,204.0,308.0,True,HARD,22.0,False,Aston Martin,0 days 01:33:34.830000,2024-10-20 19:40:12.428,1,13.0,False,,False,True,1:35,0 days 01:35:46.727000,28.5,36.0,1006.1,False,47.4,184,2.3
0 days 01:36:58.903000,STR,18,0 days 00:01:42.657000,22.0,1.0,,,0 days 00:00:27.319000,0 days 00:00:40.745000,0 days 00:00:34.593000,0 days 01:35:43.565000,0 days 01:36:24.310000,0 days 01:36:58.903000,208.0,180.0,205.0,307.0,False,HARD,23.0,False,Aston Martin,0 days 01:35:16.246000,2024-10-20 19:41:53.844,1,14.0,False,,False,True,1:36,0 days 01:36:46.729000,28.4,36.0,1006.2,False,47.4,273,1.8
0 days 01:38:41.140000,STR,18,0 days 00:01:42.237000,23.0,1.0,,,0 days 00:00:27.310000,0 days 00:00:41.143000,0 days 00:00:33.784000,0 days 01:37:26.213000,0 days 01:38:07.356000,0 days 01:38:41.140000,199.0,181.0,203.0,303.0,False,HARD,24.0,False,Aston Martin,0 days 01:36:58.903000,2024-10-20 19:43:36.501,1,14.0,False,,False,True,1:38,0 days 01:38:46.733000,28.5,34.0,1006.2,False,47.8,286,2.2
0 days 01:40:22.818000,STR,18,0 days 00:01:41.678000,24.0,1.0,,,0 days 00:00:27.396000,0 days 00:00:40.603000,0 days 00:00:33.679000,0 days 01:39:08.536000,0 days 01:39:49.139000,0 days 01:40:22.818000,201.0,182.0,202.0,303.0,False,HARD,25.0,False,Aston Martin,0 days 01:38:41.140000,2024-10-20 19:45:18.738,1,14.0,False,,False,True,1:40,0 days 01:40:46.732000,28.5,33.0,1006.1,False,47.8,198,1.6
0 days 01:42:04.452000,STR,18,0 days 00:01:41.634000,25.0,1.0,,,0 days 00:00:27.182000,0 days 00:00:40.788000,0 days 00:00:33.664000,0 days 01:40:50,0 days 01:41:30.788000,0 days 01:42:04.452000,204.0,181.0,203.0,303.0,False,HARD,26.0,False,Aston Martin,0 days 01:40:22.818000,2024-10-20 19:47:00.416,1,14.0,False,,False,True,1:42,0 days 01:42:46.741000,28.5,33.0,1006.2,False,48.0,179,1.1
0 days 01:43:47.665000,STR,18,0 days 00:01:43.213000,26.0,1.0,,,0 days 00:00:27.304000,0 days 00:00:40.726000,0 days 00:00:35.183000,0 days 01:42:31.756000,0 days 01:43:12.482000,0 days 01:43:47.665000,203.0,181.0,206.0,309.0,False,HARD,27.0,False,Aston Martin,0 days 01:42:04.452000,2024-10-20 19:48:42.050,1,15.0,False,,False,True,1:43,0 days 01:43:46.748000,28.4,33.0,1006.0,False,47.6,271,2.8
0 days 01:49:12.670000,STR,18,0 days 00:01:39.575000,29.0,2.0,,,0 days 00:00:27.165000,0 days 00:00:39.523000,0 days 00:00:32.887000,0 days 01:48:00.260000,0 days 01:48:39.783000,0 days 01:49:12.670000,,185.0,204.0,327.0,True,MEDIUM,2.0,True,Aston Martin,0 days 01:47:33.095000,2024-10-20 19:54:10.693,1,18.0,False,,False,True,1:49,0 days 01:49:46.815000,29.0,32.0,1005.8,False,47.7,285,1.0
0 days 01:50:53.054000,STR,18,0 days 00:01:40.384000,30.0,2.0,,,0 days 00:00:27.232000,0 days 00:00:39.999000,0 days 00:00:33.153000,0 days 01:49:39.902000,0 days 01:50:19.901000,0 days 01:50:53.054000,,182.0,203.0,301.0,False,MEDIUM,3.0,True,Aston Martin,0 days 01:49:12.670000,2024-10-20 19:55:50.268,1,18.0,False,,False,True,1:50,0 days 01:50:46.816000,28.9,32.0,1005.8,False,47.7,329,1.7
0 days 01:52:33.142000,STR,18,0 days 00:01:40.088000,31.0,2.0,,,0 days 00:00:27.056000,0 days 00:00:39.979000,0 days 00:00:33.053000,0 days 01:51:20.110000,0 days 01:52:00.089000,0 days 01:52:33.142000,209.0,185.0,204.0,302.0,False,MEDIUM,4.0,True,Aston Martin,0 days 01:50:53.054000,2024-10-20 19:57:30.652,1,18.0,False,,False,True,1:52,0 days 01:52:46.834000,28.8,32.0,1005.8,False,47.4,254,0.7
0 days 01:54:13.831000,STR,18,0 days 00:01:40.689000,32.0,2.0,,,0 days 00:00:27.073000,0 days 00:00:40.162000,0 days 00:00:33.454000,0 days 01:53:00.215000,0 days 01:53:40.377000,0 days 01:54:13.831000,205.0,182.0,203.0,306.0,False,MEDIUM,5.0,True,Aston Martin,0 days 01:52:33.142000,2024-10-20 19:59:10.740,1,18.0,False,,False,True,1:54,0 days 01:54:46.868000,28.7,32.0,1005.8,False,47.5,320,1.5
0 days 01:55:54.245000,STR,18,0 days 00:01:40.414000,33.0,2.0,,,0 days 00:00:27.165000,0 days 00:00:40.137000,0 days 00:00:33.112000,0 days 01:54:40.996000,0 days 01:55:21.133000,0 days 01:55:54.245000,206.0,185.0,203.0,304.0,False,MEDIUM,6.0,True,Aston Martin,0 days 01:54:13.831000,2024-10-20 20:00:51.429,1,18.0,False,,False,True,1:55,0 days 01:55:46.867000,28.8,33.0,1005.7,False,47.4,333,2.8
0 days 01:57:34.649000,STR,18,0 days 00:01:40.404000,34.0,2.0,,,0 days 00:00:27.053000,0 days 00:00:40.221000,0 days 00:00:33.130000,0 days 01:56:21.298000,0 days 01:57:01.519000,0 days 01:57:34.649000,,184.0,203.0,300.0,False,MEDIUM,7.0,True,Aston Martin,0 days 01:55:54.245000,2024-10-20 20:02:31.843,1,17.0,False,,False,True,1:57,0 days 01:57:46.874000,28.8,33.0,1005.7,False,47.1,320,0.8
0 days 01:59:15.048000,STR,18,0 days 00:01:40.399000,35.0,2.0,,,0 days 00:00:27.129000,0 days 00:00:40.032000,0 days 00:00:33.238000,0 days 01:58:01.778000,0 days 01:58:41.810000,0 days 01:59:15.048000,211.0,184.0,203.0,301.0,False,MEDIUM,8.0,True,Aston Martin,0 days 01:57:34.649000,2024-10-20 20:04:12.247,1,17.0,False,,False,True,1:59,0 days 01:59:46.870000,28.9,33.0,1005.8,False,47.2,307,0.9
0 days 02:00:55.483000,STR,18,0 days 00:01:40.435000,36.0,2.0,,,0 days 00:00:26.991000,0 days 00:00:40.222000,0 days 00:00:33.222000,0 days 01:59:42.039000,0 days 02:00:22.261000,0 days 02:00:55.483000,208.0,185.0,203.0,301.0,False,MEDIUM,9.0,True,Aston Martin,0 days 01:59:15.048000,2024-10-20 20:05:52.646,1,17.0,False,,False,True,2:00,0 days 02:00:46.872000,28.9,33.0,1005.9,False,47.2,0,0.7
0 days 02:02:35.693000,STR,18,0 days 00:01:40.210000,37.0,2.0,,,0 days 00:00:26.989000,0 days 00:00:40.025000,0 days 00:00:33.196000,0 days 02:01:22.472000,0 days 02:02:02.497000,0 days 02:02:35.693000,,184.0,204.0,302.0,False,MEDIUM,10.0,True,Aston Martin,0 days 02:00:55.483000,2024-10-20 20:07:33.081,1,17.0,False,,False,True,2:02,0 days 02:02:46.874000,28.9,33.0,1005.8,False,47.1,302,1.0
0 days 02:04:15.718000,STR,18,0 days 00:01:40.025000,38.0,2.0,,,0 days 00:00:27.024000,0 days 00:00:39.904000,0 days 00:00:33.097000,0 days 02:03:02.717000,0 days 02:03:42.621000,0 days 02:04:15.718000,205.0,186.0,203.0,306.0,False,MEDIUM,11.0,True,Aston Martin,0 days 02:02:35.693000,2024-10-20 20:09:13.291,1,17.0,False,,False,True,2:04,0 days 02:04:46.876000,29.0,33.0,1005.7,False,46.9,319,1.9
0 days 02:05:55.756000,STR,18,0 days 00:01:40.038000,39.0,2.0,,,0 days 00:00:27.111000,0 days 00:00:39.901000,0 days 00:00:33.026000,0 days 02:04:42.829000,0 days 02:05:22.730000,0 days 02:05:55.756000,209.0,185.0,203.0,307.0,False,MEDIUM,12.0,True,Aston Martin,0 days 02:04:15.718000,2024-10-20 20:10:53.316,1,17.0,False,,False,True,2:05,0 days 02:05:46.875000,29.0,32.0,1005.7,False,46.9,309,1.4
0 days 02:07:35.587000,STR,18,0 days 00:01:39.831000,40.0,2.0,,,0 days 00:00:26.922000,0 days 00:00:39.909000,0 days 00:00:33,0 days 02:06:22.678000,0 days 02:07:02.587000,0 days 02:07:35.587000,213.0,183.0,204.0,310.0,False,MEDIUM,13.0,True,Aston Martin,0 days 02:05:55.756000,2024-10-20 20:12:33.354,12,17.0,False,,False,True,2:07,0 days 02:07:46.882000,28.9,32.0,1005.7,False,47.4,23,1.2
0 days 02:09:16.062000,STR,18,0 days 00:01:40.475000,41.0,2.0,,,0 days 00:00:27.474000,0 days 00:00:40.041000,0 days 00:00:32.960000,0 days 02:08:03.061000,0 days 02:08:43.102000,0 days 02:09:16.062000,208.0,183.0,205.0,309.0,False,MEDIUM,14.0,True,Aston Martin,0 days 02:07:35.587000,2024-10-20 20:14:13.185,21,17.0,False,,False,True,2:09,0 days 02:09:46.882000,29.0,32.0,1005.8,False,46.8,340,1.4
0 days 02:10:56.147000,STR,18,0 days 00:01:40.085000,42.0,2.0,,,0 days 00:00:26.957000,0 days 00:00:39.925000,0 days 00:00:33.203000,0 days 02:09:43.019000,0 days 02:10:22.944000,0 days 02:10:56.147000,210.0,184.0,205.0,307.0,False,MEDIUM,15.0,True,Aston Martin,0 days 02:09:16.062000,2024-10-20 20:15:53.660,1,17.0,False,,False,True,2:10,0 days 02:10:46.880000,29.0,33.0,1005.8,False,46.4,0,1.1
0 days 02:12:36.069000,STR,18,0 days 00:01:39.922000,43.0,2.0,,,0 days 00:00:26.926000,0 days 00:00:39.959000,0 days 00:00:33.037000,0 days 02:11:23.073000,0 days 02:12:03.032000,0 days 02:12:36.069000,,184.0,205.0,307.0,False,MEDIUM,16.0,True,Aston Martin,0 days 02:10:56.147000,2024-10-20 20:17:33.745,1,17.0,False,,False,True,2:12,0 days 02:12:46.879000,29.0,33.0,1005.7,False,46.4,0,1.5
0 days 02:14:16.070000,STR,18,0 days 00:01:40.001000,44.0,2.0,,,0 days 00:00:27.005000,0 days 00:00:39.809000,0 days 00:00:33.187000,0 days 02:13:03.074000,0 days 02:13:42.883000,0 days 02:14:16.070000,209.0,184.0,202.0,309.0,False,MEDIUM,17.0,True,Aston Martin,0 days 02:12:36.069000,2024-10-20 20:19:13.667,1,17.0,False,,False,True,2:14,0 days 02:14:46.880000,29.0,32.0,1005.7,False,47.2,287,0.4
0 days 02:15:56.551000,STR,18,0 days 00:01:40.481000,45.0,2.0,,,0 days 00:00:27.107000,0 days 00:00:39.942000,0 days 00:00:33.432000,0 days 02:14:43.177000,0 days 02:15:23.119000,0 days 02:15:56.551000,206.0,182.0,205.0,336.0,False,MEDIUM,18.0,True,Aston Martin,0 days 02:14:16.070000,2024-10-20 20:20:53.668,1,16.0,False,,False,True,2:15,0 days 02:15:46.882000,29.1,32.0,1005.7,False,47.0,157,1.4
0 days 02:17:37.724000,STR,18,0 days 00:01:41.173000,46.0,2.0,,,0 days 00:00:26.929000,0 days 00:00:41.049000,0 days 00:00:33.195000,0 days 02:16:23.480000,0 days 02:17:04.529000,0 days 02:17:37.724000,210.0,184.0,204.0,258.0,False,MEDIUM,19.0,True,Aston Martin,0 days 02:15:56.551000,2024-10-20 20:22:34.149,1,16.0,False,,False,True,2:17,0 days 02:17:46.883000,29.1,32.0,1005.6,False,46.8,175,2.2
0 days 02:19:17.248000,STR,18,0 days 00:01:39.524000,47.0,2.0,,,0 days 00:00:26.879000,0 days 00:00:39.804000,0 days 00:00:32.841000,0 days 02:18:04.603000,0 days 02:18:44.407000,0 days 02:19:17.248000,,183.0,205.0,307.0,True,MEDIUM,20.0,True,Aston Martin,0 days 02:17:37.724000,2024-10-20 20:24:15.322,1,16.0,False,,False,True,2:19,0 days 02:19:46.885000,29.1,33.0,1005.7,False,46.8,232,1.3
0 days 02:20:56.914000,STR,18,0 days 00:01:39.666000,48.0,2.0,,,0 days 00:00:26.845000,0 days 00:00:39.924000,0 days 00:00:32.897000,0 days 02:19:44.093000,0 days 02:20:24.017000,0 days 02:20:56.914000,,186.0,205.0,306.0,False,MEDIUM,21.0,True,Aston Martin,0 days 02:19:17.248000,2024-10-20 20:25:54.846,1,16.0,False,,False,True,2:20,0 days 02:20:46.886000,29.0,33.0,1005.7,False,46.7,275,0.8
0 days 02:22:38.604000,STR,18,0 days 00:01:41.690000,49.0,2.0,,,0 days 00:00:28.644000,0 days 00:00:40.145000,0 days 00:00:32.901000,0 days 02:21:25.558000,0 days 02:22:05.703000,0 days 02:22:38.604000,205.0,187.0,205.0,307.0,False,MEDIUM,22.0,True,Aston Martin,0 days 02:20:56.914000,2024-10-20 20:27:34.512,1,16.0,False,,False,True,2:22,0 days 02:22:46.886000,29.0,32.0,1005.6,False,47.0,0,0.7
0 days 02:24:18.363000,STR,18,0 days 00:01:39.759000,50.0,2.0,,,0 days 00:00:26.799000,0 days 00:00:39.960000,0 days 00:00:33,0 days 02:23:05.403000,0 days 02:23:45.363000,0 days 02:24:18.363000,209.0,186.0,204.0,303.0,False,MEDIUM,23.0,True,Aston Martin,0 days 02:22:38.604000,2024-10-20 20:29:16.202,1,16.0,False,,False,True,2:24,0 days 02:24:46.887000,29.3,31.0,1005.6,False,46.4,272,0.3
0 days 02:25:58.259000,STR,18,0 days 00:01:39.896000,51.0,2.0,,,0 days 00:00:26.791000,0 days 00:00:40.226000,0 days 00:00:32.879000,0 days 02:24:45.154000,0 days 02:25:25.380000,0 days 02:25:58.259000,206.0,185.0,206.0,307.0,False,MEDIUM,24.0,True,Aston Martin,0 days 02:24:18.363000,2024-10-20 20:30:55.961,1,16.0,False,,False,True,2:25,0 days 02:25:46.889000,29.2,31.0,1005.5,False,46.5,180,1.3
0 days 02:27:37.707000,STR,18,0 days 00:01:39.448000,52.0,2.0,,,0 days 00:00:26.715000,0 days 00:00:39.892000,0 days 00:00:32.841000,0 days 02:26:24.974000,0 days 02:27:04.866000,0 days 02:27:37.707000,208.0,187.0,205.0,305.0,True,MEDIUM,25.0,True,Aston Martin,0 days 02:25:58.259000,2024-10-20 20:32:35.857,1,15.0,False,,False,True,2:27,0 days 02:27:46.908000,29.2,31.0,1005.6,False,46.4,314,1.1
0 days 02:29:17.142000,STR,18,0 days 00:01:39.435000,53.0,2.0,,,0 days 00:00:26.749000,0 days 00:00:39.723000,0 days 00:00:32.963000,0 days 02:28:04.456000,0 days 02:28:44.179000,0 days 02:29:17.142000,206.0,183.0,205.0,309.0,True,MEDIUM,26.0,True,Aston Martin,0 days 02:27:37.707000,2024-10-20 20:34:15.305,1,15.0,False,,False,True,2:29,0 days 02:29:46.891000,29.3,32.0,1005.4,False,46.0,300,1.4
0 days 02:30:56.356000,STR,18,0 days 00:01:39.214000,54.0,2.0,,,0 days 00:00:26.765000,0 days 00:00:39.843000,0 days 00:00:32.606000,0 days 02:29:43.907000,0 days 02:30:23.750000,0 days 02:30:56.356000,209.0,186.0,204.0,307.0,True,MEDIUM,27.0,True,Aston Martin,0 days 02:29:17.142000,2024-10-20 20:35:54.740,1,15.0,False,,False,True,2:30,0 days 02:30:46.907000,29.3,32.0,1005.5,False,46.1,322,1.2
0 days 02:32:37.854000,STR,18,0 days 00:01:41.498000,55.0,2.0,,,0 days 00:00:26.761000,0 days 00:00:41.263000,0 days 00:00:33.474000,0 days 02:31:23.117000,0 days 02:32:04.380000,0 days 02:32:37.854000,213.0,183.0,204.0,222.0,False,MEDIUM,28.0,True,Aston Martin,0 days 02:30:56.356000,2024-10-20 20:37:33.954,1,15.0,False,,False,True,2:32,0 days 02:32:46.948000,29.2,32.0,1005.4,False,45.9,235,1.0
0 days 01:00:38.411000,MAG,20,0 days 00:01:42.038000,2.0,1.0,,,0 days 00:00:27.762000,0 days 00:00:39.998000,0 days 00:00:34.278000,0 days 00:59:24.135000,0 days 01:00:04.133000,0 days 01:00:38.411000,203.0,182.0,204.0,324.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 00:58:56.373000,2024-10-20 19:05:33.971,12,7.0,False,,False,True,1:00,0 days 01:00:46.631000,28.1,37.0,1006.6,False,47.2,0,1.8
0 days 01:09:39.340000,MAG,20,0 days 00:01:42.311000,6.0,1.0,,,0 days 00:00:27.932000,0 days 00:00:40.556000,0 days 00:00:33.823000,0 days 01:08:24.961000,0 days 01:09:05.517000,0 days 01:09:39.340000,202.0,179.0,202.0,312.0,False,MEDIUM,6.0,True,Haas F1 Team,0 days 01:07:57.029000,2024-10-20 19:14:34.627,1,7.0,False,,False,True,1:09,0 days 01:09:46.630000,28.1,33.0,1006.5,False,47.4,352,1.8
0 days 01:11:21.080000,MAG,20,0 days 00:01:41.740000,7.0,1.0,,,0 days 00:00:27.581000,0 days 00:00:40.211000,0 days 00:00:33.948000,0 days 01:10:06.921000,0 days 01:10:47.132000,0 days 01:11:21.080000,,181.0,203.0,323.0,True,MEDIUM,7.0,True,Haas F1 Team,0 days 01:09:39.340000,2024-10-20 19:16:16.938,1,7.0,False,,False,True,1:11,0 days 01:11:46.633000,28.1,34.0,1006.5,False,47.2,304,1.6
0 days 01:13:01.916000,MAG,20,0 days 00:01:40.836000,8.0,1.0,,,0 days 00:00:27.075000,0 days 00:00:40.118000,0 days 00:00:33.643000,0 days 01:11:48.155000,0 days 01:12:28.273000,0 days 01:13:01.916000,206.0,180.0,203.0,322.0,True,MEDIUM,8.0,True,Haas F1 Team,0 days 01:11:21.080000,2024-10-20 19:17:58.678,1,7.0,False,,False,True,1:13,0 days 01:13:46.665000,28.1,36.0,1006.6,False,46.9,300,2.6
0 days 01:14:42.550000,MAG,20,0 days 00:01:40.634000,9.0,1.0,,,0 days 00:00:27.042000,0 days 00:00:40.206000,0 days 00:00:33.386000,0 days 01:13:28.958000,0 days 01:14:09.164000,0 days 01:14:42.550000,197.0,182.0,204.0,333.0,True,MEDIUM,9.0,True,Haas F1 Team,0 days 01:13:01.916000,2024-10-20 19:19:39.514,1,7.0,False,,False,True,1:14,0 days 01:14:46.681000,28.1,37.0,1006.4,False,46.7,339,2.0
0 days 01:16:23.837000,MAG,20,0 days 00:01:41.287000,10.0,1.0,,,0 days 00:00:27.147000,0 days 00:00:40.207000,0 days 00:00:33.933000,0 days 01:15:09.697000,0 days 01:15:49.904000,0 days 01:16:23.837000,203.0,179.0,199.0,321.0,False,MEDIUM,10.0,True,Haas F1 Team,0 days 01:14:42.550000,2024-10-20 19:21:20.148,12,7.0,False,,False,True,1:16,0 days 01:16:46.683000,28.2,37.0,1006.5,False,47.0,4,1.8
0 days 01:18:05.534000,MAG,20,0 days 00:01:41.697000,11.0,1.0,,,0 days 00:00:27.345000,0 days 00:00:40.604000,0 days 00:00:33.748000,0 days 01:16:51.182000,0 days 01:17:31.786000,0 days 01:18:05.534000,205.0,181.0,199.0,301.0,False,MEDIUM,11.0,True,Haas F1 Team,0 days 01:16:23.837000,2024-10-20 19:23:01.435,1,7.0,False,,False,True,1:18,0 days 01:18:46.701000,28.2,36.0,1006.4,False,47.1,322,1.4
0 days 01:19:46.695000,MAG,20,0 days 00:01:41.161000,12.0,1.0,,,0 days 00:00:27.215000,0 days 00:00:40.493000,0 days 00:00:33.453000,0 days 01:18:32.749000,0 days 01:19:13.242000,0 days 01:19:46.695000,208.0,182.0,200.0,303.0,False,MEDIUM,12.0,True,Haas F1 Team,0 days 01:18:05.534000,2024-10-20 19:24:43.132,1,7.0,False,,False,True,1:19,0 days 01:19:46.717000,28.1,36.0,1006.4,False,47.1,306,1.9
0 days 01:21:27.845000,MAG,20,0 days 00:01:41.150000,13.0,1.0,,,0 days 00:00:27.182000,0 days 00:00:40.370000,0 days 00:00:33.598000,0 days 01:20:13.877000,0 days 01:20:54.247000,0 days 01:21:27.845000,203.0,183.0,199.0,304.0,False,MEDIUM,13.0,True,Haas F1 Team,0 days 01:19:46.695000,2024-10-20 19:26:24.293,1,7.0,False,,False,True,1:21,0 days 01:21:46.717000,28.1,35.0,1006.4,False,47.4,289,1.6
0 days 01:23:09.124000,MAG,20,0 days 00:01:41.279000,14.0,1.0,,,0 days 00:00:27.124000,0 days 00:00:40.487000,0 days 00:00:33.668000,0 days 01:21:54.969000,0 days 01:22:35.456000,0 days 01:23:09.124000,205.0,182.0,199.0,305.0,False,MEDIUM,14.0,True,Haas F1 Team,0 days 01:21:27.845000,2024-10-20 19:28:05.443,1,7.0,False,,False,True,1:23,0 days 01:23:46.720000,28.4,35.0,1006.2,False,47.4,308,1.2
0 days 01:24:50.860000,MAG,20,0 days 00:01:41.736000,15.0,1.0,,,0 days 00:00:27.180000,0 days 00:00:40.727000,0 days 00:00:33.829000,0 days 01:23:36.304000,0 days 01:24:17.031000,0 days 01:24:50.860000,204.0,182.0,199.0,302.0,False,MEDIUM,15.0,True,Haas F1 Team,0 days 01:23:09.124000,2024-10-20 19:29:46.722,1,7.0,False,,False,True,1:24,0 days 01:24:46.720000,28.4,35.0,1006.2,False,47.5,306,1.6
0 days 01:26:32.761000,MAG,20,0 days 00:01:41.901000,16.0,1.0,,,0 days 00:00:27.235000,0 days 00:00:40.882000,0 days 00:00:33.784000,0 days 01:25:18.095000,0 days 01:25:58.977000,0 days 01:26:32.761000,208.0,180.0,200.0,300.0,False,MEDIUM,16.0,True,Haas F1 Team,0 days 01:24:50.860000,2024-10-20 19:31:28.458,1,7.0,False,,False,True,1:26,0 days 01:26:46.711000,28.4,35.0,1006.2,False,47.8,351,1.9
0 days 01:31:55.315000,MAG,20,0 days 00:01:40.868000,19.0,2.0,,,0 days 00:00:27.114000,0 days 00:00:40.322000,0 days 00:00:33.432000,0 days 01:30:41.561000,0 days 01:31:21.883000,0 days 01:31:55.315000,209.0,181.0,201.0,304.0,False,HARD,2.0,True,Haas F1 Team,0 days 01:30:14.447000,2024-10-20 19:36:52.045,1,15.0,False,,False,True,1:31,0 days 01:31:46.726000,28.3,36.0,1006.2,False,47.2,181,1.0
0 days 01:33:36.311000,MAG,20,0 days 00:01:40.996000,20.0,2.0,,,0 days 00:00:27.100000,0 days 00:00:40.123000,0 days 00:00:33.773000,0 days 01:32:22.415000,0 days 01:33:02.538000,0 days 01:33:36.311000,205.0,180.0,205.0,333.0,False,HARD,3.0,True,Haas F1 Team,0 days 01:31:55.315000,2024-10-20 19:38:32.913,1,15.0,False,,False,True,1:33,0 days 01:33:46.729000,28.5,36.0,1006.1,False,47.1,0,0.7
0 days 01:35:17.570000,MAG,20,0 days 00:01:41.259000,21.0,2.0,,,0 days 00:00:27.072000,0 days 00:00:40.621000,0 days 00:00:33.566000,0 days 01:34:03.383000,0 days 01:34:44.004000,0 days 01:35:17.570000,195.0,155.0,202.0,337.0,False,HARD,4.0,True,Haas F1 Team,0 days 01:33:36.311000,2024-10-20 19:40:13.909,1,14.0,True,TRACK LIMITS AT TURN 12 LAP 21 ,False,True,1:35,0 days 01:35:46.727000,28.5,36.0,1006.1,False,47.4,184,2.3
0 days 01:36:58.049000,MAG,20,0 days 00:01:40.479000,22.0,2.0,,,0 days 00:00:27.018000,0 days 00:00:40.107000,0 days 00:00:33.354000,0 days 01:35:44.588000,0 days 01:36:24.695000,0 days 01:36:58.049000,205.0,182.0,201.0,334.0,True,HARD,5.0,True,Haas F1 Team,0 days 01:35:17.570000,2024-10-20 19:41:55.168,1,13.0,False,,False,True,1:36,0 days 01:36:46.729000,28.4,36.0,1006.2,False,47.4,273,1.8
0 days 01:38:38.781000,MAG,20,0 days 00:01:40.732000,23.0,2.0,,,0 days 00:00:26.888000,0 days 00:00:40.427000,0 days 00:00:33.417000,0 days 01:37:24.937000,0 days 01:38:05.364000,0 days 01:38:38.781000,214.0,181.0,201.0,299.0,False,HARD,6.0,True,Haas F1 Team,0 days 01:36:58.049000,2024-10-20 19:43:35.647,1,13.0,False,,False,True,1:38,0 days 01:38:46.733000,28.5,34.0,1006.2,False,47.8,286,2.2
0 days 01:40:19.407000,MAG,20,0 days 00:01:40.626000,24.0,2.0,,,0 days 00:00:26.965000,0 days 00:00:40.270000,0 days 00:00:33.391000,0 days 01:39:05.746000,0 days 01:39:46.016000,0 days 01:40:19.407000,205.0,186.0,204.0,308.0,False,HARD,7.0,True,Haas F1 Team,0 days 01:38:38.781000,2024-10-20 19:45:16.379,1,13.0,False,,False,True,1:40,0 days 01:40:46.732000,28.5,33.0,1006.1,False,47.8,198,1.6
0 days 01:41:59.699000,MAG,20,0 days 00:01:40.292000,25.0,2.0,,,0 days 00:00:26.842000,0 days 00:00:40.174000,0 days 00:00:33.276000,0 days 01:40:46.249000,0 days 01:41:26.423000,0 days 01:41:59.699000,202.0,182.0,200.0,333.0,True,HARD,8.0,True,Haas F1 Team,0 days 01:40:19.407000,2024-10-20 19:46:57.005,1,12.0,False,,False,True,1:41,0 days 01:41:46.733000,28.5,33.0,1006.1,False,48.0,260,1.6
0 days 01:43:40.178000,MAG,20,0 days 00:01:40.479000,26.0,2.0,,,0 days 00:00:26.940000,0 days 00:00:40.225000,0 days 00:00:33.314000,0 days 01:42:26.639000,0 days 01:43:06.864000,0 days 01:43:40.178000,210.0,183.0,201.0,305.0,False,HARD,9.0,True,Haas F1 Team,0 days 01:41:59.699000,2024-10-20 19:48:37.297,1,12.0,False,,False,True,1:43,0 days 01:43:46.748000,28.4,33.0,1006.0,False,47.6,271,2.8
0 days 01:45:20.304000,MAG,20,0 days 00:01:40.126000,27.0,2.0,,,0 days 00:00:26.799000,0 days 00:00:40.151000,0 days 00:00:33.176000,0 days 01:44:06.977000,0 days 01:44:47.128000,0 days 01:45:20.304000,212.0,184.0,201.0,306.0,True,HARD,10.0,True,Haas F1 Team,0 days 01:43:40.178000,2024-10-20 19:50:17.776,1,10.0,False,,False,True,1:45,0 days 01:45:46.767000,28.5,34.0,1006.0,False,47.5,194,1.9
0 days 01:47:01.827000,MAG,20,0 days 00:01:41.523000,28.0,2.0,,,0 days 00:00:26.834000,0 days 00:00:40.737000,0 days 00:00:33.952000,0 days 01:45:47.138000,0 days 01:46:27.875000,0 days 01:47:01.827000,213.0,184.0,202.0,308.0,False,HARD,11.0,True,Haas F1 Team,0 days 01:45:20.304000,2024-10-20 19:51:57.902,1,10.0,False,,False,True,1:47,0 days 01:47:46.783000,28.7,33.0,1005.9,False,47.2,268,0.8
