Driver,DriverNumber,FormattedLapTime,LapNumber,Stint,TyreLife,Compound,Team,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
GAS,10,1:53:143,2.0,1.0,2.0,MEDIUM,Red Bull Racing,20.3,48.1,1013.9,False,42.4,221,0.6
GAS,10,1:48:425,3.0,1.0,3.0,MEDIUM,Red Bull Racing,20.3,49.5,1013.8,False,41.8,208,1.1
GAS,10,1:48:557,4.0,1.0,4.0,MEDIUM,Red Bull Racing,20.0,49.6,1013.9,False,41.8,218,1.7
GAS,10,1:52:738,5.0,1.0,5.0,MEDIUM,Red Bull Racing,20.1,50.8,1014.0,False,41.5,218,1.6
GAS,10,1:52:123,6.0,1.0,6.0,MEDIUM,Red Bull Racing,20.1,51.1,1013.9,False,41.3,104,1.4
GAS,10,1:49:110,7.0,1.0,7.0,MEDIUM,Red Bull Racing,20.1,51.3,1014.0,False,41.5,244,0.8
GAS,10,1:49:011,8.0,1.0,8.0,MEDIUM,Red Bull Racing,20.2,51.7,1014.0,False,41.3,219,0.9
GAS,10,1:51:938,9.0,1.0,9.0,MEDIUM,Red Bull Racing,20.0,53.3,1013.9,False,41.3,231,1.4
GAS,10,1:51:634,10.0,1.0,10.0,MEDIUM,Red Bull Racing,19.9,52.7,1013.9,False,41.1,206,0.8
GAS,10,1:48:110,11.0,1.0,11.0,MEDIUM,Red Bull Racing,19.8,52.1,1013.9,False,41.1,201,0.9
GAS,10,1:47:882,12.0,1.0,12.0,MEDIUM,Red Bull Racing,19.8,53.1,1013.8,False,41.0,19,1.4
GAS,10,1:47:546,13.0,1.0,13.0,MEDIUM,Red Bull Racing,19.5,55.0,1013.9,False,40.3,199,1.1
GAS,10,1:47:482,14.0,1.0,14.0,MEDIUM,Red Bull Racing,19.4,53.7,1013.8,False,40.2,1,0.8
GAS,10,1:48:019,15.0,1.0,15.0,MEDIUM,Red Bull Racing,19.2,53.9,1013.8,False,40.1,14,1.2
GAS,10,1:47:579,16.0,1.0,16.0,MEDIUM,Red Bull Racing,18.9,54.4,1013.7,False,39.8,226,1.0
GAS,10,1:49:216,17.0,1.0,17.0,MEDIUM,Red Bull Racing,18.7,55.3,1013.8,False,39.9,209,1.1
GAS,10,1:47:570,18.0,1.0,18.0,MEDIUM,Red Bull Racing,18.8,55.7,1013.8,False,39.5,2,1.4
GAS,10,1:47:389,19.0,1.0,19.0,MEDIUM,Red Bull Racing,18.8,56.3,1013.8,False,39.1,186,1.2
GAS,10,1:47:019,20.0,1.0,20.0,MEDIUM,Red Bull Racing,18.6,57.4,1013.7,False,38.9,132,1.2
GAS,10,1:46:848,21.0,1.0,21.0,MEDIUM,Red Bull Racing,18.8,57.5,1013.8,False,39.0,237,1.5
GAS,10,1:46:964,22.0,1.0,22.0,MEDIUM,Red Bull Racing,18.8,56.8,1013.8,False,39.1,240,1.8
GAS,10,1:47:098,23.0,1.0,23.0,MEDIUM,Red Bull Racing,18.7,56.9,1013.8,False,38.6,199,1.6
GAS,10,1:46:779,24.0,1.0,24.0,MEDIUM,Red Bull Racing,19.0,56.2,1013.7,False,38.7,173,1.5
GAS,10,1:46:505,25.0,1.0,25.0,MEDIUM,Red Bull Racing,18.9,53.3,1013.8,False,38.6,210,1.7
GAS,10,1:47:105,26.0,1.0,26.0,MEDIUM,Red Bull Racing,19.4,52.4,1013.8,False,38.5,207,1.9
GAS,10,1:46:142,27.0,1.0,27.0,MEDIUM,Red Bull Racing,19.5,52.2,1013.7,False,38.5,194,1.8
GAS,10,1:46:150,28.0,1.0,28.0,MEDIUM,Red Bull Racing,19.7,51.6,1013.7,False,38.4,256,1.7
GAS,10,1:46:510,29.0,1.0,29.0,MEDIUM,Red Bull Racing,19.7,52.3,1013.7,False,38.1,222,1.5
GAS,10,1:47:133,30.0,1.0,30.0,MEDIUM,Red Bull Racing,19.3,53.3,1013.7,False,37.9,202,1.7
GAS,10,1:46:447,31.0,1.0,31.0,MEDIUM,Red Bull Racing,19.4,52.6,1013.7,False,37.9,214,1.2
GAS,10,1:46:039,32.0,1.0,32.0,MEDIUM,Red Bull Racing,19.7,52.7,1013.7,False,37.7,212,1.8
GAS,10,1:45:932,33.0,1.0,33.0,MEDIUM,Red Bull Racing,19.5,52.9,1013.7,False,37.5,0,1.5
GAS,10,1:45:712,34.0,1.0,34.0,MEDIUM,Red Bull Racing,19.7,52.2,1013.6,False,37.6,179,1.2
GAS,10,1:47:474,35.0,1.0,35.0,MEDIUM,Red Bull Racing,19.6,52.5,1013.6,False,37.4,171,1.4
GAS,10,1:47:991,36.0,1.0,36.0,MEDIUM,Red Bull Racing,19.5,52.6,1013.7,False,37.5,207,1.5
GAS,10,1:46:204,37.0,1.0,37.0,MEDIUM,Red Bull Racing,19.4,52.6,1013.7,False,37.4,236,1.1
GAS,10,1:46:383,38.0,1.0,38.0,MEDIUM,Red Bull Racing,19.6,52.9,1013.6,False,37.3,255,1.7
PER,11,1:50:157,2.0,1.0,5.0,SOFT,Racing Point,20.3,48.1,1013.9,False,42.4,221,0.6
PER,11,1:49:689,3.0,1.0,6.0,SOFT,Racing Point,20.3,49.5,1013.8,False,41.8,208,1.1
PER,11,1:49:423,4.0,1.0,7.0,SOFT,Racing Point,20.0,49.6,1013.9,False,41.8,218,1.7
PER,11,1:49:778,5.0,1.0,8.0,SOFT,Racing Point,20.1,50.4,1013.8,False,41.7,260,0.8
PER,11,1:52:568,6.0,1.0,9.0,SOFT,Racing Point,20.1,51.1,1013.9,False,41.3,104,1.4
PER,11,1:51:580,7.0,1.0,10.0,SOFT,Racing Point,20.1,51.3,1014.0,False,41.5,244,0.8
PER,11,1:51:836,8.0,1.0,11.0,SOFT,Racing Point,20.2,51.7,1014.0,False,41.3,219,0.9
PER,11,1:51:017,9.0,1.0,12.0,SOFT,Racing Point,20.0,53.3,1013.9,False,41.3,231,1.4
PER,11,1:51:667,12.0,2.0,2.0,MEDIUM,Racing Point,19.6,53.8,1013.9,False,41.0,0,0.8
PER,11,1:47:726,13.0,2.0,3.0,MEDIUM,Racing Point,19.5,55.0,1013.9,False,40.3,199,1.1
PER,11,1:47:849,14.0,2.0,4.0,MEDIUM,Racing Point,19.4,53.7,1013.8,False,40.2,1,0.8
PER,11,1:48:072,15.0,2.0,5.0,MEDIUM,Racing Point,19.2,53.9,1013.8,False,40.1,14,1.2
PER,11,1:48:420,16.0,2.0,6.0,MEDIUM,Racing Point,18.9,54.4,1013.7,False,39.8,226,1.0
PER,11,1:47:841,17.0,2.0,7.0,MEDIUM,Racing Point,18.9,55.2,1013.8,False,39.6,270,1.5
PER,11,1:47:571,18.0,2.0,8.0,MEDIUM,Racing Point,18.8,55.7,1013.8,False,39.5,2,1.4
PER,11,1:47:484,19.0,2.0,9.0,MEDIUM,Racing Point,18.8,56.3,1013.8,False,39.1,186,1.2
PER,11,1:47:455,20.0,2.0,10.0,MEDIUM,Racing Point,18.6,57.4,1013.7,False,38.9,132,1.2
PER,11,1:47:356,21.0,2.0,11.0,MEDIUM,Racing Point,18.8,57.5,1013.8,False,39.0,237,1.5
PER,11,1:47:704,22.0,2.0,12.0,MEDIUM,Racing Point,18.9,57.4,1013.8,False,39.1,238,1.8
PER,11,1:47:780,23.0,2.0,13.0,MEDIUM,Racing Point,18.7,56.9,1013.8,False,38.6,199,1.6
PER,11,1:47:795,24.0,2.0,14.0,MEDIUM,Racing Point,19.0,56.2,1013.7,False,38.7,173,1.5
PER,11,1:47:498,25.0,2.0,15.0,MEDIUM,Racing Point,18.9,53.3,1013.8,False,38.6,210,1.7
PER,11,1:48:516,26.0,2.0,16.0,MEDIUM,Racing Point,19.4,52.4,1013.8,False,38.5,207,1.9
PER,11,1:47:421,27.0,2.0,17.0,MEDIUM,Racing Point,19.8,52.0,1013.7,False,38.5,241,1.7
PER,11,1:47:798,28.0,2.0,18.0,MEDIUM,Racing Point,19.7,51.6,1013.7,False,38.4,256,1.7
PER,11,1:47:703,29.0,2.0,19.0,MEDIUM,Racing Point,19.7,52.3,1013.7,False,38.1,222,1.5
PER,11,1:47:504,30.0,2.0,20.0,MEDIUM,Racing Point,19.3,53.3,1013.7,False,37.9,202,1.7
PER,11,1:47:722,31.0,2.0,21.0,MEDIUM,Racing Point,19.5,52.9,1013.6,False,37.7,168,1.6
PER,11,1:47:684,32.0,2.0,22.0,MEDIUM,Racing Point,19.7,52.9,1013.7,False,37.6,225,1.6
PER,11,1:47:289,33.0,2.0,23.0,MEDIUM,Racing Point,19.5,52.9,1013.7,False,37.5,0,1.5
PER,11,1:47:649,34.0,2.0,24.0,MEDIUM,Racing Point,19.7,52.2,1013.6,False,37.6,179,1.2
PER,11,1:46:927,35.0,2.0,25.0,MEDIUM,Racing Point,19.7,52.6,1013.6,False,37.5,212,2.0
PER,11,1:47:086,36.0,2.0,26.0,MEDIUM,Racing Point,19.6,52.6,1013.7,False,37.5,217,1.7
PER,11,1:46:851,37.0,2.0,27.0,MEDIUM,Racing Point,19.4,52.6,1013.6,False,37.3,202,1.6
PER,11,1:46:489,38.0,2.0,28.0,MEDIUM,Racing Point,19.6,52.9,1013.6,False,37.3,255,1.7
PER,11,1:46:847,41.0,2.0,31.0,MEDIUM,Racing Point,19.5,52.2,1013.6,False,36.3,167,1.0
PER,11,1:46:040,42.0,2.0,32.0,MEDIUM,Racing Point,19.5,52.1,1013.6,False,36.3,207,0.9
PER,11,1:45:755,43.0,2.0,33.0,MEDIUM,Racing Point,19.5,52.3,1013.5,False,36.2,20,1.7
PER,11,1:45:731,44.0,2.0,34.0,MEDIUM,Racing Point,19.3,52.7,1013.5,False,35.4,204,1.4
PER,11,1:46:060,45.0,2.0,35.0,MEDIUM,Racing Point,19.6,52.2,1013.7,False,35.8,208,1.6
PER,11,1:45:661,46.0,2.0,36.0,MEDIUM,Racing Point,19.3,52.5,1013.6,False,35.6,246,2.2
PER,11,1:45:578,47.0,2.0,37.0,MEDIUM,Racing Point,19.4,52.4,1013.7,False,35.4,243,2.0
PER,11,1:45:679,48.0,2.0,38.0,MEDIUM,Racing Point,19.3,52.6,1013.6,False,35.3,161,1.3
PER,11,1:45:524,49.0,2.0,39.0,MEDIUM,Racing Point,19.3,52.7,1013.6,False,34.7,290,1.5
PER,11,1:46:623,50.0,2.0,40.0,MEDIUM,Racing Point,19.3,52.2,1013.6,False,34.4,221,1.4
PER,11,1:46:892,51.0,2.0,41.0,MEDIUM,Racing Point,19.3,51.5,1013.6,False,34.2,237,1.4
LEC,16,1:50:287,2.0,1.0,2.0,MEDIUM,Ferrari,20.3,48.1,1013.9,False,42.4,221,0.6
LEC,16,1:49:478,3.0,1.0,3.0,MEDIUM,Ferrari,20.3,49.5,1013.8,False,41.8,208,1.1
LEC,16,1:49:253,4.0,1.0,4.0,MEDIUM,Ferrari,20.0,49.6,1013.9,False,41.8,218,1.7
LEC,16,1:47:852,5.0,1.0,5.0,MEDIUM,Ferrari,20.1,50.4,1013.8,False,41.7,260,0.8
LEC,16,1:49:896,6.0,1.0,6.0,MEDIUM,Ferrari,20.1,51.1,1013.9,False,41.3,104,1.4
LEC,16,1:47:809,7.0,1.0,7.0,MEDIUM,Ferrari,20.1,51.3,1014.0,False,41.5,244,0.8
LEC,16,1:47:779,8.0,1.0,8.0,MEDIUM,Ferrari,20.2,51.7,1014.0,False,41.3,219,0.9
LEC,16,1:47:757,9.0,1.0,9.0,MEDIUM,Ferrari,20.0,53.3,1013.9,False,41.3,231,1.4
LEC,16,1:48:203,10.0,1.0,10.0,MEDIUM,Ferrari,19.7,53.0,1013.8,False,41.0,329,0.7
LEC,16,1:47:686,11.0,1.0,11.0,MEDIUM,Ferrari,19.8,52.1,1013.8,False,41.0,108,1.7
LEC,16,1:47:326,12.0,1.0,12.0,MEDIUM,Ferrari,19.8,53.1,1013.8,False,41.0,19,1.4
LEC,16,1:47:518,13.0,1.0,13.0,MEDIUM,Ferrari,19.5,55.0,1013.9,False,40.3,199,1.1
LEC,16,1:47:748,14.0,1.0,14.0,MEDIUM,Ferrari,19.4,53.7,1013.8,False,40.2,1,0.8
LEC,16,1:47:404,15.0,1.0,15.0,MEDIUM,Ferrari,19.3,54.0,1013.7,False,40.2,8,1.0
LEC,16,1:47:482,16.0,1.0,16.0,MEDIUM,Ferrari,19.0,54.4,1013.7,False,39.9,0,1.6
LEC,16,1:47:436,17.0,1.0,17.0,MEDIUM,Ferrari,18.7,55.3,1013.8,False,39.9,209,1.1
LEC,16,1:47:110,18.0,1.0,18.0,MEDIUM,Ferrari,18.8,55.7,1013.8,False,39.5,2,1.4
LEC,16,1:47:162,19.0,1.0,19.0,MEDIUM,Ferrari,18.8,56.3,1013.8,False,39.1,186,1.2
LEC,16,1:47:046,20.0,1.0,20.0,MEDIUM,Ferrari,18.6,56.9,1013.6,False,39.1,346,0.5
LEC,16,1:47:035,21.0,1.0,21.0,MEDIUM,Ferrari,18.5,57.5,1013.8,False,39.0,188,0.8
LEC,16,1:47:314,22.0,1.0,22.0,MEDIUM,Ferrari,18.8,56.8,1013.8,False,39.1,240,1.8
LEC,16,1:47:343,23.0,1.0,23.0,MEDIUM,Ferrari,18.7,56.9,1013.8,False,38.6,199,1.6
LEC,16,1:47:062,24.0,1.0,24.0,MEDIUM,Ferrari,18.8,56.5,1013.8,False,38.7,231,2.7
LEC,16,1:46:807,25.0,1.0,25.0,MEDIUM,Ferrari,19.1,54.5,1013.8,False,38.7,250,0.7
LEC,16,1:46:469,26.0,1.0,26.0,MEDIUM,Ferrari,19.2,52.4,1013.8,False,38.5,214,1.9
LEC,16,1:46:274,27.0,1.0,27.0,MEDIUM,Ferrari,19.5,52.2,1013.7,False,38.5,194,1.8
LEC,16,1:46:619,28.0,1.0,28.0,MEDIUM,Ferrari,19.7,51.6,1013.7,False,38.4,256,1.7
LEC,16,1:46:505,29.0,1.0,29.0,MEDIUM,Ferrari,19.7,51.6,1013.7,False,38.3,204,2.9
LEC,16,1:46:533,30.0,1.0,30.0,MEDIUM,Ferrari,19.5,52.3,1013.6,False,38.0,208,1.7
LEC,16,1:46:780,31.0,1.0,31.0,MEDIUM,Ferrari,19.4,52.6,1013.7,False,37.9,214,1.2
LEC,16,1:48:877,32.0,1.0,32.0,MEDIUM,Ferrari,19.7,52.7,1013.7,False,37.7,212,1.8
LEC,16,1:49:433,33.0,1.0,33.0,MEDIUM,Ferrari,19.5,52.9,1013.7,False,37.5,0,1.5
LEC,16,1:45:913,36.0,2.0,2.0,SOFT,Ferrari,19.5,52.6,1013.7,False,37.5,207,1.5
LEC,16,1:45:575,37.0,2.0,3.0,SOFT,Ferrari,19.4,52.6,1013.7,False,37.4,236,1.1
LEC,16,1:47:436,38.0,2.0,4.0,SOFT,Ferrari,19.6,52.9,1013.6,False,37.3,255,1.7
LEC,16,1:45:789,42.0,2.0,8.0,SOFT,Ferrari,19.5,52.1,1013.6,False,36.3,207,0.9
LEC,16,1:45:465,43.0,2.0,9.0,SOFT,Ferrari,19.5,52.3,1013.5,False,36.2,20,1.7
LEC,16,1:44:550,44.0,2.0,10.0,SOFT,Ferrari,19.4,52.5,1013.6,False,35.6,222,1.6
LEC,16,1:46:595,45.0,2.0,11.0,SOFT,Ferrari,19.5,51.7,1013.6,False,35.6,190,1.4
LEC,16,1:46:035,46.0,2.0,12.0,SOFT,Ferrari,19.3,52.5,1013.6,False,35.6,246,2.2
LEC,16,1:48:783,49.0,3.0,2.0,SOFT,Ferrari,19.3,52.7,1013.6,False,34.7,290,1.5
LEC,16,1:43:009,50.0,3.0,3.0,SOFT,Ferrari,19.3,51.9,1013.6,False,34.7,208,1.8
LEC,16,1:46:503,51.0,3.0,4.0,SOFT,Ferrari,19.3,51.5,1013.6,False,34.2,237,1.4
STR,18,1:50:847,2.0,1.0,2.0,SOFT,Racing Point,20.3,48.1,1013.9,False,42.4,221,0.6
STR,18,1:50:201,3.0,1.0,3.0,SOFT,Racing Point,20.3,49.5,1013.8,False,41.8,208,1.1
STR,18,1:51:675,4.0,1.0,4.0,SOFT,Racing Point,20.0,49.6,1013.9,False,41.8,218,1.7
STR,18,1:50:027,5.0,1.0,5.0,SOFT,Racing Point,20.1,50.4,1013.8,False,41.7,260,0.8
STR,18,1:50:911,6.0,1.0,6.0,SOFT,Racing Point,20.1,51.1,1013.9,False,41.3,104,1.4
STR,18,1:51:756,7.0,1.0,7.0,SOFT,Racing Point,20.1,51.3,1014.0,False,41.5,244,0.8
STR,18,1:52:428,8.0,1.0,8.0,SOFT,Racing Point,20.2,51.7,1014.0,False,41.3,219,0.9
STR,18,1:53:290,9.0,1.0,9.0,SOFT,Racing Point,20.0,53.3,1013.9,False,41.3,231,1.4
STR,18,1:50:035,12.0,2.0,2.0,MEDIUM,Racing Point,19.6,53.8,1013.9,False,41.0,0,0.8
STR,18,1:48:811,13.0,2.0,3.0,MEDIUM,Racing Point,19.3,54.6,1013.9,False,40.5,322,1.2
STR,18,1:48:669,14.0,2.0,4.0,MEDIUM,Racing Point,19.3,54.0,1013.7,False,40.2,8,1.0
STR,18,1:48:320,15.0,2.0,5.0,MEDIUM,Racing Point,19.2,53.9,1013.8,False,40.1,14,1.2
STR,18,1:48:207,16.0,2.0,6.0,MEDIUM,Racing Point,18.9,54.4,1013.7,False,39.8,226,1.0
STR,18,1:48:035,17.0,2.0,7.0,MEDIUM,Racing Point,18.9,55.2,1013.8,False,39.6,270,1.5
STR,18,1:48:007,18.0,2.0,8.0,MEDIUM,Racing Point,18.8,55.7,1013.8,False,39.5,2,1.4
STR,18,1:48:250,19.0,2.0,9.0,MEDIUM,Racing Point,18.6,56.9,1013.6,False,39.1,346,0.5
STR,18,1:49:077,20.0,2.0,10.0,MEDIUM,Racing Point,18.6,57.4,1013.7,False,38.9,132,1.2
STR,18,1:48:695,21.0,2.0,11.0,MEDIUM,Racing Point,18.8,57.5,1013.8,False,39.0,237,1.5
STR,18,1:48:588,22.0,2.0,12.0,MEDIUM,Racing Point,18.9,57.4,1013.8,False,39.1,238,1.8
STR,18,1:48:140,23.0,2.0,13.0,MEDIUM,Racing Point,18.8,56.5,1013.8,False,38.7,231,2.7
STR,18,1:48:340,24.0,2.0,14.0,MEDIUM,Racing Point,19.1,54.5,1013.8,False,38.7,250,0.7
STR,18,1:47:969,25.0,2.0,15.0,MEDIUM,Racing Point,18.9,53.3,1013.8,False,38.6,210,1.7
STR,18,1:47:709,26.0,2.0,16.0,MEDIUM,Racing Point,19.4,52.4,1013.8,False,38.5,207,1.9
STR,18,1:47:890,27.0,2.0,17.0,MEDIUM,Racing Point,19.8,52.0,1013.7,False,38.5,241,1.7
STR,18,1:47:521,28.0,2.0,18.0,MEDIUM,Racing Point,19.7,51.6,1013.7,False,38.3,204,2.9
STR,18,1:47:343,29.0,2.0,19.0,MEDIUM,Racing Point,19.5,52.3,1013.6,False,38.0,208,1.7
STR,18,1:47:640,30.0,2.0,20.0,MEDIUM,Racing Point,19.3,53.3,1013.7,False,37.9,202,1.7
STR,18,1:48:854,31.0,2.0,21.0,MEDIUM,Racing Point,19.5,52.9,1013.6,False,37.7,168,1.6
STR,18,1:47:818,32.0,2.0,22.0,MEDIUM,Racing Point,19.7,52.9,1013.7,False,37.6,225,1.6
STR,18,1:47:437,33.0,2.0,23.0,MEDIUM,Racing Point,19.6,52.7,1013.6,False,37.6,263,1.8
STR,18,1:46:808,34.0,2.0,24.0,MEDIUM,Racing Point,19.6,52.5,1013.6,False,37.4,171,1.4
STR,18,1:46:572,35.0,2.0,25.0,MEDIUM,Racing Point,19.7,52.6,1013.6,False,37.5,212,2.0
STR,18,1:46:672,36.0,2.0,26.0,MEDIUM,Racing Point,19.6,52.6,1013.7,False,37.5,217,1.7
STR,18,1:46:772,37.0,2.0,27.0,MEDIUM,Racing Point,19.4,52.6,1013.6,False,37.3,202,1.6
STR,18,1:46:009,38.0,2.0,28.0,MEDIUM,Racing Point,19.6,52.9,1013.6,False,37.3,190,1.0
STR,18,1:47:599,41.0,2.0,31.0,MEDIUM,Racing Point,19.5,52.2,1013.6,False,36.3,167,1.0
STR,18,1:46:617,42.0,2.0,32.0,MEDIUM,Racing Point,19.6,52.0,1013.6,False,36.3,278,1.3
STR,18,1:46:433,43.0,2.0,33.0,MEDIUM,Racing Point,19.4,52.5,1013.6,False,35.6,222,1.6
STR,18,1:46:251,44.0,2.0,34.0,MEDIUM,Racing Point,19.3,52.7,1013.5,False,35.4,204,1.4
STR,18,1:46:462,45.0,2.0,35.0,MEDIUM,Racing Point,19.6,52.2,1013.7,False,35.8,208,1.6
STR,18,1:46:352,46.0,2.0,36.0,MEDIUM,Racing Point,19.3,52.1,1013.7,False,35.5,209,1.7
STR,18,1:46:416,47.0,2.0,37.0,MEDIUM,Racing Point,19.3,52.5,1013.6,False,35.3,191,1.3
STR,18,1:46:876,48.0,2.0,38.0,MEDIUM,Racing Point,19.3,52.6,1013.6,False,35.3,161,1.3
STR,18,1:46:064,49.0,2.0,39.0,MEDIUM,Racing Point,19.3,52.7,1013.6,False,34.7,290,1.5
STR,18,1:46:150,50.0,2.0,40.0,MEDIUM,Racing Point,19.3,52.2,1013.6,False,34.4,221,1.4
STR,18,1:47:732,51.0,2.0,41.0,MEDIUM,Racing Point,19.5,51.2,1013.7,False,34.3,234,0.9
MAG,20,1:51:357,2.0,1.0,5.0,SOFT,Haas F1 Team,20.3,48.1,1013.9,False,42.4,221,0.6
MAG,20,1:50:873,3.0,1.0,6.0,SOFT,Haas F1 Team,20.3,49.5,1013.8,False,41.8,208,1.1
MAG,20,1:50:816,4.0,1.0,7.0,SOFT,Haas F1 Team,20.0,49.6,1013.9,False,41.8,218,1.7
MAG,20,1:54:712,5.0,1.0,8.0,SOFT,Haas F1 Team,20.1,50.8,1014.0,False,41.5,218,1.6
MAG,20,1:52:678,6.0,1.0,9.0,SOFT,Haas F1 Team,20.1,51.1,1013.9,False,41.3,104,1.4
MAG,20,1:49:566,9.0,2.0,2.0,MEDIUM,Haas F1 Team,20.0,53.3,1013.9,False,41.3,231,1.4
MAG,20,1:48:957,10.0,2.0,3.0,MEDIUM,Haas F1 Team,19.9,52.7,1013.9,False,41.1,206,0.8
MAG,20,1:48:667,11.0,2.0,4.0,MEDIUM,Haas F1 Team,19.8,52.1,1013.9,False,41.1,201,0.9
MAG,20,1:48:317,12.0,2.0,5.0,MEDIUM,Haas F1 Team,19.6,53.8,1013.9,False,41.0,0,0.8
MAG,20,1:48:624,13.0,2.0,6.0,MEDIUM,Haas F1 Team,19.3,54.6,1013.9,False,40.5,322,1.2
MAG,20,1:48:694,14.0,2.0,7.0,MEDIUM,Haas F1 Team,19.4,53.7,1013.8,False,40.2,1,0.8
MAG,20,1:48:517,15.0,2.0,8.0,MEDIUM,Haas F1 Team,19.2,53.9,1013.8,False,40.1,14,1.2
MAG,20,1:48:838,16.0,2.0,9.0,MEDIUM,Haas F1 Team,18.9,54.4,1013.7,False,39.8,226,1.0
MAG,20,1:48:731,17.0,2.0,10.0,MEDIUM,Haas F1 Team,18.9,55.2,1013.8,False,39.6,270,1.5
MAG,20,1:49:498,18.0,2.0,11.0,MEDIUM,Haas F1 Team,18.8,55.7,1013.8,False,39.5,2,1.4
MAG,20,1:49:894,19.0,2.0,12.0,MEDIUM,Haas F1 Team,18.6,56.9,1013.6,False,39.1,346,0.5
MAG,20,1:49:572,20.0,2.0,13.0,MEDIUM,Haas F1 Team,18.6,57.4,1013.7,False,38.9,132,1.2
MAG,20,1:49:250,21.0,2.0,14.0,MEDIUM,Haas F1 Team,18.8,57.5,1013.8,False,39.0,237,1.5
MAG,20,1:50:231,22.0,2.0,15.0,MEDIUM,Haas F1 Team,18.9,57.4,1013.8,False,39.1,238,1.8
MAG,20,1:49:025,23.0,2.0,16.0,MEDIUM,Haas F1 Team,18.8,56.5,1013.8,False,38.7,231,2.7
MAG,20,1:49:243,24.0,2.0,17.0,MEDIUM,Haas F1 Team,19.1,54.5,1013.8,False,38.7,250,0.7
MAG,20,1:50:407,25.0,2.0,18.0,MEDIUM,Haas F1 Team,18.9,53.3,1013.8,False,38.6,210,1.7
MAG,20,1:48:875,26.0,2.0,19.0,MEDIUM,Haas F1 Team,19.4,52.4,1013.8,False,38.5,207,1.9
MAG,20,1:50:204,27.0,2.0,20.0,MEDIUM,Haas F1 Team,19.8,52.0,1013.7,False,38.5,241,1.7
MAG,20,1:48:468,28.0,2.0,21.0,MEDIUM,Haas F1 Team,19.7,51.6,1013.7,False,38.3,204,2.9
MAG,20,1:48:516,29.0,2.0,22.0,MEDIUM,Haas F1 Team,19.5,52.3,1013.6,False,38.0,208,1.7
MAG,20,1:48:159,30.0,2.0,23.0,MEDIUM,Haas F1 Team,19.4,52.6,1013.7,False,37.9,214,1.2
MAG,20,1:49:374,31.0,2.0,24.0,MEDIUM,Haas F1 Team,19.5,52.9,1013.6,False,37.7,168,1.6
MAG,20,1:50:333,32.0,2.0,25.0,MEDIUM,Haas F1 Team,19.7,52.9,1013.7,False,37.6,225,1.6
MAG,20,1:51:278,33.0,2.0,26.0,MEDIUM,Haas F1 Team,19.6,52.7,1013.6,False,37.6,263,1.8
MAG,20,1:48:838,34.0,2.0,27.0,MEDIUM,Haas F1 Team,19.6,52.5,1013.6,False,37.4,171,1.4
MAG,20,1:47:872,35.0,2.0,28.0,MEDIUM,Haas F1 Team,19.5,52.6,1013.7,False,37.5,207,1.5
MAG,20,1:47:441,36.0,2.0,29.0,MEDIUM,Haas F1 Team,19.6,52.6,1013.7,False,37.5,217,1.7
MAG,20,1:47:609,37.0,2.0,30.0,MEDIUM,Haas F1 Team,19.4,52.6,1013.6,False,37.3,202,1.6
MAG,20,1:52:893,38.0,2.0,31.0,MEDIUM,Haas F1 Team,19.6,52.9,1013.6,False,37.3,190,1.0
MAG,20,1:46:819,41.0,3.0,2.0,SOFT,Haas F1 Team,19.5,52.1,1013.6,False,36.3,207,0.9
MAG,20,1:46:682,42.0,3.0,3.0,SOFT,Haas F1 Team,19.6,52.0,1013.6,False,36.3,278,1.3
MAG,20,1:46:751,43.0,3.0,4.0,SOFT,Haas F1 Team,19.4,52.5,1013.6,False,35.6,222,1.6
MAG,20,1:46:863,44.0,3.0,5.0,SOFT,Haas F1 Team,19.5,51.7,1013.6,False,35.6,190,1.4
MAG,20,1:47:671,45.0,3.0,6.0,SOFT,Haas F1 Team,19.3,52.5,1013.6,False,35.6,246,2.2
MAG,20,1:47:736,46.0,3.0,7.0,SOFT,Haas F1 Team,19.4,52.4,1013.7,False,35.4,243,2.0
MAG,20,1:48:131,47.0,3.0,8.0,SOFT,Haas F1 Team,19.3,52.5,1013.6,False,35.3,191,1.3
MAG,20,1:48:292,48.0,3.0,9.0,SOFT,Haas F1 Team,19.4,53.3,1013.7,False,34.8,210,1.6
MAG,20,1:48:166,49.0,3.0,10.0,SOFT,Haas F1 Team,19.3,51.9,1013.6,False,34.7,208,1.8
MAG,20,1:49:087,50.0,3.0,11.0,SOFT,Haas F1 Team,19.3,51.5,1013.6,False,34.2,237,1.4
ALB,23,1:50:885,2.0,1.0,2.0,SOFT,Toro Rosso,20.3,48.1,1013.9,False,42.4,221,0.6
ALB,23,1:50:461,3.0,1.0,3.0,SOFT,Toro Rosso,20.3,49.5,1013.8,False,41.8,208,1.1
ALB,23,1:51:021,4.0,1.0,4.0,SOFT,Toro Rosso,20.0,49.6,1013.9,False,41.8,218,1.7
ALB,23,1:51:845,5.0,1.0,5.0,SOFT,Toro Rosso,20.1,50.8,1014.0,False,41.5,218,1.6
ALB,23,1:50:691,6.0,1.0,6.0,SOFT,Toro Rosso,20.1,51.1,1013.9,False,41.3,104,1.4
ALB,23,1:51:059,7.0,1.0,7.0,SOFT,Toro Rosso,20.1,51.3,1014.0,False,41.5,244,0.8
