Driver,DriverNumber,FormattedLapTime,LapNumber,Stint,TyreLife,Compound,Team,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Track
GAS,10,1:44:253,2.0,1.0,5.0,SOFT,Toro Rosso,21.4,23.9,1002.0,False,28.9,171,2.5,Austin
GAS,10,1:43:246,3.0,1.0,6.0,SOFT,Toro Rosso,21.5,24.7,1002.0,False,28.9,151,3.0,Austin
GAS,10,1:42:794,4.0,1.0,7.0,SOFT,Toro Rosso,21.1,24.8,1001.8,False,29.0,268,1.6,Austin
GAS,10,1:42:481,5.0,1.0,8.0,SOFT,Toro Rosso,21.2,25.0,1001.7,False,29.0,54,1.4,Austin
GAS,10,1:42:402,6.0,1.0,9.0,SOFT,Toro Rosso,21.4,24.9,1001.7,False,29.1,154,0.7,Austin
GAS,10,1:43:118,7.0,1.0,10.0,SOFT,Toro Rosso,21.8,23.9,1001.8,False,29.5,0,2.6,Austin
GAS,10,1:43:406,8.0,1.0,11.0,SOFT,Toro Rosso,21.7,23.2,1001.7,False,29.3,125,2.9,Austin
GAS,10,1:43:190,9.0,1.0,12.0,SOFT,Toro Rosso,21.5,23.2,1001.7,False,29.3,150,3.0,Austin
GAS,10,1:43:390,10.0,1.0,13.0,SOFT,Toro Rosso,21.4,24.3,1001.6,False,29.1,181,1.9,Austin
GAS,10,1:43:658,11.0,1.0,14.0,SOFT,Toro Rosso,21.2,24.6,1001.6,False,29.1,111,2.0,Austin
GAS,10,1:43:363,12.0,1.0,15.0,SOFT,Toro Rosso,21.4,25.5,1001.5,False,29.3,359,2.5,Austin
GAS,10,1:43:042,13.0,1.0,16.0,SOFT,Toro Rosso,21.6,25.1,1001.5,False,29.4,149,1.9,Austin
GAS,10,1:42:958,14.0,1.0,17.0,SOFT,Toro Rosso,21.7,25.2,1001.5,False,29.4,188,2.3,Austin
GAS,10,1:43:024,15.0,1.0,18.0,SOFT,Toro Rosso,21.8,26.1,1001.5,False,29.4,337,2.8,Austin
GAS,10,1:43:061,16.0,1.0,19.0,SOFT,Toro Rosso,21.8,27.1,1001.5,False,29.3,156,1.9,Austin
GAS,10,1:43:213,17.0,1.0,20.0,SOFT,Toro Rosso,21.5,28.0,1001.4,False,29.1,199,1.2,Austin
GAS,10,1:43:566,18.0,1.0,21.0,SOFT,Toro Rosso,21.7,28.4,1001.2,False,29.3,157,2.3,Austin
GAS,10,1:41:569,21.0,2.0,2.0,HARD,Toro Rosso,21.9,29.3,1001.3,False,29.2,153,2.5,Austin
GAS,10,1:41:466,22.0,2.0,3.0,HARD,Toro Rosso,21.8,29.7,1001.2,False,29.3,238,2.3,Austin
GAS,10,1:41:440,23.0,2.0,4.0,HARD,Toro Rosso,21.8,30.8,1001.4,False,29.3,252,1.9,Austin
GAS,10,1:41:722,24.0,2.0,5.0,HARD,Toro Rosso,22.0,30.2,1001.2,False,29.3,214,1.7,Austin
GAS,10,1:41:128,25.0,2.0,6.0,HARD,Toro Rosso,21.6,30.6,1001.4,False,29.0,211,3.3,Austin
GAS,10,1:41:589,26.0,2.0,7.0,HARD,Toro Rosso,21.4,31.1,1001.3,False,29.1,286,2.9,Austin
GAS,10,1:41:487,27.0,2.0,8.0,HARD,Toro Rosso,21.4,31.5,1001.3,False,29.1,244,2.4,Austin
GAS,10,1:42:536,28.0,2.0,9.0,HARD,Toro Rosso,21.4,32.1,1001.3,False,29.1,198,3.4,Austin
GAS,10,1:41:134,29.0,2.0,10.0,HARD,Toro Rosso,21.2,32.4,1001.2,False,29.0,208,4.0,Austin
GAS,10,1:41:250,30.0,2.0,11.0,HARD,Toro Rosso,21.4,31.9,1001.1,False,29.0,232,2.6,Austin
GAS,10,1:40:850,31.0,2.0,12.0,HARD,Toro Rosso,21.6,32.0,1001.1,False,29.2,232,2.8,Austin
GAS,10,1:41:728,32.0,2.0,13.0,HARD,Toro Rosso,21.6,32.1,1001.2,False,29.1,235,4.3,Austin
GAS,10,1:41:108,33.0,2.0,14.0,HARD,Toro Rosso,21.8,32.9,1001.1,False,29.3,154,2.8,Austin
GAS,10,1:40:987,34.0,2.0,15.0,HARD,Toro Rosso,21.9,32.5,1001.0,False,29.4,149,2.9,Austin
GAS,10,1:41:419,35.0,2.0,16.0,HARD,Toro Rosso,22.0,32.4,1001.0,False,29.1,160,1.6,Austin
GAS,10,1:42:313,36.0,2.0,17.0,HARD,Toro Rosso,22.0,32.7,1000.9,False,29.1,181,0.9,Austin
GAS,10,1:41:117,37.0,2.0,18.0,HARD,Toro Rosso,22.0,32.9,1000.9,False,29.0,199,1.2,Austin
GAS,10,1:41:084,38.0,2.0,19.0,HARD,Toro Rosso,22.0,34.2,1001.0,False,29.0,204,1.5,Austin
GAS,10,1:41:003,39.0,2.0,20.0,HARD,Toro Rosso,21.8,34.2,1000.9,False,28.9,131,3.7,Austin
GAS,10,1:41:149,40.0,2.0,21.0,HARD,Toro Rosso,21.7,34.1,1000.7,False,28.9,171,1.3,Austin
GAS,10,1:41:238,41.0,2.0,22.0,HARD,Toro Rosso,21.8,34.1,1000.7,False,28.9,209,1.3,Austin
GAS,10,1:41:424,42.0,2.0,23.0,HARD,Toro Rosso,22.0,34.6,1000.7,False,28.9,202,2.9,Austin
GAS,10,1:42:374,43.0,2.0,24.0,HARD,Toro Rosso,21.9,34.4,1000.7,False,28.9,231,2.7,Austin
GAS,10,1:41:532,44.0,2.0,25.0,HARD,Toro Rosso,21.8,35.4,1000.8,False,28.6,210,3.8,Austin
GAS,10,1:42:002,45.0,2.0,26.0,HARD,Toro Rosso,21.6,36.2,1000.7,False,28.7,203,3.8,Austin
GAS,10,1:41:598,46.0,2.0,27.0,HARD,Toro Rosso,21.8,36.4,1000.7,False,28.7,239,3.6,Austin
GAS,10,1:41:275,47.0,2.0,28.0,HARD,Toro Rosso,21.8,36.1,1000.7,False,28.7,231,2.9,Austin
GAS,10,1:41:681,48.0,2.0,29.0,HARD,Toro Rosso,21.9,36.3,1000.7,False,28.6,201,3.3,Austin
GAS,10,1:42:854,49.0,2.0,30.0,HARD,Toro Rosso,21.6,36.5,1000.7,False,28.4,238,3.6,Austin
GAS,10,1:43:290,50.0,2.0,31.0,HARD,Toro Rosso,21.6,36.7,1000.5,False,28.5,240,3.2,Austin
GAS,10,1:44:887,51.0,2.0,32.0,HARD,Toro Rosso,21.8,36.5,1000.6,False,28.6,233,1.9,Austin
GAS,10,1:45:374,52.0,2.0,33.0,HARD,Toro Rosso,22.0,36.3,1000.6,False,28.7,189,1.3,Austin
PER,11,1:44:620,2.0,1.0,2.0,MEDIUM,Racing Point,21.4,24.3,1001.9,False,28.9,194,3.2,Austin
PER,11,1:44:333,3.0,1.0,3.0,MEDIUM,Racing Point,21.5,24.7,1002.0,False,28.9,151,3.0,Austin
PER,11,1:43:702,4.0,1.0,4.0,MEDIUM,Racing Point,21.1,24.8,1001.8,False,29.0,268,1.6,Austin
PER,11,1:43:972,5.0,1.0,5.0,MEDIUM,Racing Point,21.2,25.0,1001.7,False,29.0,54,1.4,Austin
PER,11,1:43:907,6.0,1.0,6.0,MEDIUM,Racing Point,21.4,24.9,1001.7,False,29.1,154,0.7,Austin
PER,11,1:43:988,7.0,1.0,7.0,MEDIUM,Racing Point,21.8,23.9,1001.8,False,29.5,0,2.6,Austin
PER,11,1:44:276,8.0,1.0,8.0,MEDIUM,Racing Point,21.7,23.2,1001.7,False,29.3,125,2.9,Austin
PER,11,1:44:027,9.0,1.0,9.0,MEDIUM,Racing Point,21.4,24.3,1001.8,False,29.3,269,3.2,Austin
PER,11,1:43:221,10.0,1.0,10.0,MEDIUM,Racing Point,21.4,24.3,1001.6,False,29.1,181,1.9,Austin
PER,11,1:43:864,11.0,1.0,11.0,MEDIUM,Racing Point,21.2,24.6,1001.6,False,29.1,111,2.0,Austin
PER,11,1:43:218,12.0,1.0,12.0,MEDIUM,Racing Point,21.4,25.5,1001.5,False,29.3,359,2.5,Austin
PER,11,1:42:915,13.0,1.0,13.0,MEDIUM,Racing Point,21.6,25.1,1001.4,False,29.2,116,1.1,Austin
PER,11,1:42:477,14.0,1.0,14.0,MEDIUM,Racing Point,21.7,25.2,1001.5,False,29.4,188,2.3,Austin
PER,11,1:42:670,15.0,1.0,15.0,MEDIUM,Racing Point,21.8,26.1,1001.5,False,29.4,337,2.8,Austin
PER,11,1:42:345,16.0,1.0,16.0,MEDIUM,Racing Point,21.6,27.7,1001.5,False,29.2,151,3.2,Austin
PER,11,1:42:502,17.0,1.0,17.0,MEDIUM,Racing Point,21.5,28.0,1001.4,False,29.1,199,1.2,Austin
PER,11,1:42:375,18.0,1.0,18.0,MEDIUM,Racing Point,21.7,28.4,1001.2,False,29.3,157,2.3,Austin
PER,11,1:42:577,19.0,1.0,19.0,MEDIUM,Racing Point,21.8,28.0,1001.3,False,29.5,74,1.8,Austin
PER,11,1:43:025,20.0,1.0,20.0,MEDIUM,Racing Point,22.0,28.4,1001.3,False,29.5,154,1.4,Austin
PER,11,1:43:009,21.0,1.0,21.0,MEDIUM,Racing Point,21.9,29.3,1001.3,False,29.2,153,2.5,Austin
PER,11,1:42:291,22.0,1.0,22.0,MEDIUM,Racing Point,21.8,29.7,1001.2,False,29.3,238,2.3,Austin
PER,11,1:45:090,23.0,1.0,23.0,MEDIUM,Racing Point,21.8,30.8,1001.4,False,29.3,252,1.9,Austin
PER,11,1:40:384,26.0,2.0,2.0,HARD,Racing Point,21.4,31.1,1001.3,False,29.1,286,2.9,Austin
PER,11,1:41:333,27.0,2.0,3.0,HARD,Racing Point,21.4,31.5,1001.3,False,29.1,244,2.4,Austin
PER,11,1:41:707,28.0,2.0,4.0,HARD,Racing Point,21.4,32.1,1001.3,False,29.1,198,3.4,Austin
PER,11,1:41:320,29.0,2.0,5.0,HARD,Racing Point,21.2,32.4,1001.2,False,29.0,208,4.0,Austin
PER,11,1:40:749,30.0,2.0,6.0,HARD,Racing Point,21.4,31.9,1001.1,False,29.0,232,2.6,Austin
PER,11,1:40:753,31.0,2.0,7.0,HARD,Racing Point,21.7,31.8,1001.1,False,29.4,210,2.9,Austin
PER,11,1:40:296,32.0,2.0,8.0,HARD,Racing Point,21.6,32.1,1001.2,False,29.1,235,4.3,Austin
PER,11,1:40:513,33.0,2.0,9.0,HARD,Racing Point,21.8,32.9,1001.1,False,29.3,154,2.8,Austin
PER,11,1:40:165,34.0,2.0,10.0,HARD,Racing Point,22.0,32.4,1001.1,False,29.3,214,1.2,Austin
PER,11,1:40:391,35.0,2.0,11.0,HARD,Racing Point,22.0,32.4,1001.0,False,29.1,160,1.6,Austin
PER,11,1:41:017,36.0,2.0,12.0,HARD,Racing Point,22.0,32.7,1000.9,False,29.1,181,0.9,Austin
PER,11,1:40:573,37.0,2.0,13.0,HARD,Racing Point,22.1,33.0,1000.9,False,29.0,207,1.6,Austin
PER,11,1:40:865,38.0,2.0,14.0,HARD,Racing Point,22.0,34.2,1001.0,False,29.0,204,1.5,Austin
PER,11,1:40:760,39.0,2.0,15.0,HARD,Racing Point,21.8,34.2,1000.9,False,28.9,131,3.7,Austin
PER,11,1:41:064,40.0,2.0,16.0,HARD,Racing Point,21.7,34.1,1000.7,False,28.9,171,1.3,Austin
PER,11,1:41:961,41.0,2.0,17.0,HARD,Racing Point,21.8,34.1,1000.7,False,28.9,209,1.3,Austin
PER,11,1:41:092,42.0,2.0,18.0,HARD,Racing Point,22.0,34.6,1000.7,False,28.9,202,2.9,Austin
PER,11,1:40:725,43.0,2.0,19.0,HARD,Racing Point,21.9,34.4,1000.7,False,28.9,231,2.7,Austin
PER,11,1:40:901,44.0,2.0,20.0,HARD,Racing Point,21.8,35.4,1000.8,False,28.6,210,3.8,Austin
PER,11,1:40:970,45.0,2.0,21.0,HARD,Racing Point,21.6,36.2,1000.7,False,28.7,203,3.8,Austin
PER,11,1:40:443,46.0,2.0,22.0,HARD,Racing Point,21.8,36.4,1000.7,False,28.7,239,3.6,Austin
PER,11,1:40:398,47.0,2.0,23.0,HARD,Racing Point,21.8,36.1,1000.7,False,28.7,231,2.9,Austin
PER,11,1:41:834,48.0,2.0,24.0,HARD,Racing Point,21.9,36.3,1000.7,False,28.6,201,3.3,Austin
PER,11,1:41:904,49.0,2.0,25.0,HARD,Racing Point,21.6,36.5,1000.7,False,28.4,238,3.6,Austin
PER,11,1:44:637,50.0,2.0,26.0,HARD,Racing Point,21.6,36.7,1000.6,False,28.5,214,2.0,Austin
PER,11,1:43:995,51.0,2.0,27.0,HARD,Racing Point,21.8,36.5,1000.6,False,28.6,233,1.9,Austin
PER,11,1:42:961,52.0,2.0,28.0,HARD,Racing Point,22.0,36.3,1000.6,False,28.7,189,1.3,Austin
PER,11,1:41:231,53.0,2.0,29.0,HARD,Racing Point,21.7,36.7,1000.5,False,28.4,235,4.2,Austin
PER,11,1:42:623,54.0,2.0,30.0,HARD,Racing Point,21.5,37.0,1000.5,False,28.2,227,3.5,Austin
PER,11,1:45:277,55.0,2.0,31.0,HARD,Racing Point,21.8,36.7,1000.5,False,28.2,188,1.9,Austin
LEC,16,1:42:605,2.0,1.0,5.0,MEDIUM,Ferrari,21.4,23.9,1002.0,False,28.9,171,2.5,Austin
LEC,16,1:41:743,3.0,1.0,6.0,MEDIUM,Ferrari,21.5,24.7,1002.0,False,28.9,151,3.0,Austin
LEC,16,1:41:504,4.0,1.0,7.0,MEDIUM,Ferrari,21.1,24.8,1001.8,False,29.0,268,1.6,Austin
LEC,16,1:41:759,5.0,1.0,8.0,MEDIUM,Ferrari,21.2,25.0,1001.8,False,29.0,270,2.3,Austin
LEC,16,1:41:722,6.0,1.0,9.0,MEDIUM,Ferrari,21.4,24.9,1001.7,False,29.1,154,0.7,Austin
LEC,16,1:42:576,7.0,1.0,10.0,MEDIUM,Ferrari,21.8,23.9,1001.8,False,29.5,0,2.6,Austin
LEC,16,1:42:048,8.0,1.0,11.0,MEDIUM,Ferrari,21.7,23.2,1001.7,False,29.3,125,2.9,Austin
LEC,16,1:42:567,9.0,1.0,12.0,MEDIUM,Ferrari,21.5,23.2,1001.7,False,29.3,150,3.0,Austin
LEC,16,1:41:953,10.0,1.0,13.0,MEDIUM,Ferrari,21.4,24.3,1001.6,False,29.1,181,1.9,Austin
LEC,16,1:42:440,11.0,1.0,14.0,MEDIUM,Ferrari,21.2,24.6,1001.6,False,29.1,111,2.0,Austin
LEC,16,1:42:593,12.0,1.0,15.0,MEDIUM,Ferrari,21.3,25.2,1001.6,False,29.1,176,2.1,Austin
LEC,16,1:42:328,13.0,1.0,16.0,MEDIUM,Ferrari,21.6,25.1,1001.5,False,29.4,149,1.9,Austin
LEC,16,1:41:866,14.0,1.0,17.0,MEDIUM,Ferrari,21.7,25.2,1001.5,False,29.4,188,2.3,Austin
LEC,16,1:42:183,15.0,1.0,18.0,MEDIUM,Ferrari,21.8,25.7,1001.4,False,29.6,230,3.3,Austin
LEC,16,1:44:010,16.0,1.0,19.0,MEDIUM,Ferrari,21.8,27.1,1001.5,False,29.3,156,1.9,Austin
LEC,16,1:42:847,17.0,1.0,20.0,MEDIUM,Ferrari,21.5,28.0,1001.4,False,29.1,199,1.2,Austin
LEC,16,1:42:450,18.0,1.0,21.0,MEDIUM,Ferrari,21.7,28.4,1001.2,False,29.3,157,2.3,Austin
LEC,16,1:42:726,19.0,1.0,22.0,MEDIUM,Ferrari,21.8,27.5,1001.3,False,29.5,155,2.8,Austin
LEC,16,1:40:133,22.0,2.0,2.0,HARD,Ferrari,21.8,29.7,1001.2,False,29.3,238,2.3,Austin
LEC,16,1:40:400,23.0,2.0,3.0,HARD,Ferrari,21.8,30.8,1001.4,False,29.3,252,1.9,Austin
LEC,16,1:39:740,24.0,2.0,4.0,HARD,Ferrari,22.0,30.2,1001.2,False,29.3,214,1.7,Austin
LEC,16,1:39:719,25.0,2.0,5.0,HARD,Ferrari,21.6,30.6,1001.4,False,29.0,211,3.3,Austin
LEC,16,1:39:361,26.0,2.0,6.0,HARD,Ferrari,21.4,31.1,1001.3,False,29.1,286,2.9,Austin
LEC,16,1:39:578,27.0,2.0,7.0,HARD,Ferrari,21.4,30.9,1001.2,False,29.0,263,2.3,Austin
LEC,16,1:39:636,28.0,2.0,8.0,HARD,Ferrari,21.4,32.1,1001.3,False,29.1,198,3.4,Austin
LEC,16,1:39:763,29.0,2.0,9.0,HARD,Ferrari,21.3,32.5,1001.1,False,29.0,229,4.0,Austin
LEC,16,1:39:839,30.0,2.0,10.0,HARD,Ferrari,21.3,32.3,1001.2,False,29.0,219,2.9,Austin
LEC,16,1:39:492,31.0,2.0,11.0,HARD,Ferrari,21.6,32.0,1001.1,False,29.2,232,2.8,Austin
LEC,16,1:39:804,32.0,2.0,12.0,HARD,Ferrari,21.7,31.8,1001.1,False,29.4,210,2.9,Austin
LEC,16,1:39:742,33.0,2.0,13.0,HARD,Ferrari,21.5,32.9,1001.2,False,29.1,162,4.2,Austin
LEC,16,1:39:806,34.0,2.0,14.0,HARD,Ferrari,21.9,32.5,1001.0,False,29.4,149,2.9,Austin
LEC,16,1:40:515,35.0,2.0,15.0,HARD,Ferrari,22.0,32.4,1001.1,False,29.3,214,1.2,Austin
LEC,16,1:40:580,36.0,2.0,16.0,HARD,Ferrari,22.0,32.8,1001.0,False,29.1,290,1.5,Austin
LEC,16,1:40:782,37.0,2.0,17.0,HARD,Ferrari,22.0,32.9,1000.9,False,29.0,199,1.2,Austin
LEC,16,1:40:689,38.0,2.0,18.0,HARD,Ferrari,22.0,34.2,1001.0,False,29.0,204,1.5,Austin
LEC,16,1:40:487,39.0,2.0,19.0,HARD,Ferrari,21.9,33.8,1000.9,False,29.0,227,3.4,Austin
LEC,16,1:40:666,40.0,2.0,20.0,HARD,Ferrari,21.8,34.0,1000.8,False,28.7,133,2.2,Austin
LEC,16,1:41:016,41.0,2.0,21.0,HARD,Ferrari,21.8,34.1,1000.7,False,28.9,209,1.3,Austin
LEC,16,1:36:169,44.0,3.0,2.0,SOFT,Ferrari,21.8,35.4,1000.8,False,28.6,210,3.8,Austin
LEC,16,1:40:235,45.0,3.0,3.0,SOFT,Ferrari,21.6,36.2,1000.7,False,28.7,203,3.8,Austin
LEC,16,1:39:026,46.0,3.0,4.0,SOFT,Ferrari,21.7,36.3,1000.7,False,28.7,249,2.5,Austin
LEC,16,1:38:543,47.0,3.0,5.0,SOFT,Ferrari,21.8,36.1,1000.7,False,28.7,231,2.9,Austin
LEC,16,1:38:685,48.0,3.0,6.0,SOFT,Ferrari,21.8,36.3,1000.7,False,28.7,223,3.6,Austin
LEC,16,1:38:600,49.0,3.0,7.0,SOFT,Ferrari,21.8,36.2,1000.7,False,28.5,207,2.9,Austin
LEC,16,1:38:897,50.0,3.0,8.0,SOFT,Ferrari,21.6,36.7,1000.5,False,28.5,240,3.2,Austin
LEC,16,1:38:649,51.0,3.0,9.0,SOFT,Ferrari,21.6,36.7,1000.6,False,28.5,214,2.0,Austin
LEC,16,1:38:464,52.0,3.0,10.0,SOFT,Ferrari,21.9,36.4,1000.5,False,28.6,172,1.5,Austin
LEC,16,1:38:223,53.0,3.0,11.0,SOFT,Ferrari,21.9,36.0,1000.5,False,28.6,213,3.3,Austin
LEC,16,1:38:475,54.0,3.0,12.0,SOFT,Ferrari,21.7,36.7,1000.5,False,28.4,235,4.2,Austin
LEC,16,1:40:523,55.0,3.0,13.0,SOFT,Ferrari,21.6,37.1,1000.5,False,28.2,213,1.6,Austin
LEC,16,1:40:952,56.0,3.0,14.0,SOFT,Ferrari,22.0,36.7,1000.5,False,28.6,205,1.2,Austin
STR,18,1:44:938,2.0,1.0,2.0,MEDIUM,Racing Point,21.4,24.3,1001.9,False,28.9,194,3.2,Austin
STR,18,1:44:357,3.0,1.0,3.0,MEDIUM,Racing Point,21.5,24.7,1002.0,False,28.9,151,3.0,Austin
STR,18,1:43:730,4.0,1.0,4.0,MEDIUM,Racing Point,21.1,24.8,1001.8,False,29.0,268,1.6,Austin
STR,18,1:44:027,5.0,1.0,5.0,MEDIUM,Racing Point,21.2,25.0,1001.7,False,29.0,54,1.4,Austin
STR,18,1:43:743,6.0,1.0,6.0,MEDIUM,Racing Point,21.4,24.9,1001.7,False,29.1,154,0.7,Austin
STR,18,1:44:160,7.0,1.0,7.0,MEDIUM,Racing Point,21.8,23.9,1001.8,False,29.5,0,2.6,Austin
STR,18,1:44:176,8.0,1.0,8.0,MEDIUM,Racing Point,21.7,23.2,1001.7,False,29.3,125,2.9,Austin
STR,18,1:43:342,11.0,2.0,2.0,HARD,Racing Point,21.2,24.6,1001.6,False,29.1,111,2.0,Austin
STR,18,1:42:415,12.0,2.0,3.0,HARD,Racing Point,21.4,25.5,1001.5,False,29.3,359,2.5,Austin
STR,18,1:42:440,13.0,2.0,4.0,HARD,Racing Point,21.6,25.1,1001.4,False,29.2,116,1.1,Austin
STR,18,1:42:360,14.0,2.0,5.0,HARD,Racing Point,21.8,25.7,1001.4,False,29.6,230,3.3,Austin
STR,18,1:42:758,15.0,2.0,6.0,HARD,Racing Point,21.8,26.1,1001.5,False,29.4,337,2.8,Austin
STR,18,1:42:524,16.0,2.0,7.0,HARD,Racing Point,21.6,27.7,1001.5,False,29.2,151,3.2,Austin
STR,18,1:43:342,17.0,2.0,8.0,HARD,Racing Point,21.5,28.1,1001.4,False,29.1,163,1.1,Austin
STR,18,1:42:494,18.0,2.0,9.0,HARD,Racing Point,21.7,28.4,1001.2,False,29.3,157,2.3,Austin
STR,18,1:42:405,19.0,2.0,10.0,HARD,Racing Point,21.8,28.0,1001.3,False,29.5,74,1.8,Austin
STR,18,1:42:042,20.0,2.0,11.0,HARD,Racing Point,22.0,28.4,1001.3,False,29.5,154,1.4,Austin
STR,18,1:42:282,21.0,2.0,12.0,HARD,Racing Point,21.9,29.8,1001.3,False,29.3,203,2.7,Austin
STR,18,1:43:131,22.0,2.0,13.0,HARD,Racing Point,21.8,29.7,1001.2,False,29.3,238,2.3,Austin
STR,18,1:41:894,23.0,2.0,14.0,HARD,Racing Point,21.8,30.8,1001.4,False,29.3,252,1.9,Austin
STR,18,1:42:353,24.0,2.0,15.0,HARD,Racing Point,21.9,30.3,1001.3,False,29.1,220,3.0,Austin
STR,18,1:41:749,25.0,2.0,16.0,HARD,Racing Point,21.6,30.6,1001.4,False,29.0,211,3.3,Austin
STR,18,1:41:961,26.0,2.0,17.0,HARD,Racing Point,21.4,31.1,1001.3,False,29.1,286,2.9,Austin
STR,18,1:42:056,27.0,2.0,18.0,HARD,Racing Point,21.4,31.5,1001.3,False,29.1,244,2.4,Austin
STR,18,1:42:052,28.0,2.0,19.0,HARD,Racing Point,21.4,32.1,1001.3,False,29.1,198,3.4,Austin
STR,18,1:40:854,31.0,3.0,2.0,SOFT,Racing Point,21.7,31.8,1001.1,False,29.4,210,2.9,Austin
STR,18,1:40:745,32.0,3.0,3.0,SOFT,Racing Point,21.5,32.9,1001.2,False,29.1,162,4.2,Austin
STR,18,1:41:491,33.0,3.0,4.0,SOFT,Racing Point,21.8,32.9,1001.1,False,29.3,154,2.8,Austin
STR,18,1:41:156,34.0,3.0,5.0,SOFT,Racing Point,22.0,32.4,1001.1,False,29.3,214,1.2,Austin
STR,18,1:41:153,35.0,3.0,6.0,SOFT,Racing Point,22.0,32.8,1001.0,False,29.1,290,1.5,Austin
STR,18,1:41:815,36.0,3.0,7.0,SOFT,Racing Point,22.0,32.7,1000.9,False,29.1,181,0.9,Austin
STR,18,1:43:385,37.0,3.0,8.0,SOFT,Racing Point,22.1,33.0,1000.9,False,29.0,207,1.6,Austin
STR,18,1:41:260,38.0,3.0,9.0,SOFT,Racing Point,21.9,33.8,1000.9,False,29.0,227,3.4,Austin
STR,18,1:42:462,39.0,3.0,10.0,SOFT,Racing Point,21.8,34.2,1000.9,False,28.9,131,3.7,Austin
STR,18,1:41:163,40.0,3.0,11.0,SOFT,Racing Point,21.7,34.1,1000.7,False,28.9,171,1.3,Austin
STR,18,1:42:308,41.0,3.0,12.0,SOFT,Racing Point,22.0,34.1,1000.8,False,28.9,122,1.5,Austin
STR,18,1:40:380,42.0,3.0,13.0,SOFT,Racing Point,22.0,34.6,1000.7,False,28.9,202,2.9,Austin
STR,18,1:41:012,43.0,3.0,14.0,SOFT,Racing Point,21.9,34.4,1000.7,False,28.9,231,2.7,Austin
STR,18,1:40:827,44.0,3.0,15.0,SOFT,Racing Point,21.8,35.5,1000.8,False,28.6,217,2.1,Austin
STR,18,1:41:414,45.0,3.0,16.0,SOFT,Racing Point,21.7,36.3,1000.7,False,28.7,249,2.5,Austin
STR,18,1:40:848,46.0,3.0,17.0,SOFT,Racing Point,21.8,36.4,1000.7,False,28.7,239,3.6,Austin
STR,18,1:40:573,47.0,3.0,18.0,SOFT,Racing Point,21.8,36.3,1000.7,False,28.7,223,3.6,Austin
STR,18,1:40:645,48.0,3.0,19.0,SOFT,Racing Point,21.8,36.2,1000.7,False,28.5,207,2.9,Austin
STR,18,1:41:404,49.0,3.0,20.0,SOFT,Racing Point,21.6,36.5,1000.7,False,28.4,238,3.6,Austin
STR,18,1:42:459,50.0,3.0,21.0,SOFT,Racing Point,21.6,36.7,1000.6,False,28.5,214,2.0,Austin
STR,18,1:41:951,51.0,3.0,22.0,SOFT,Racing Point,21.9,36.4,1000.5,False,28.6,172,1.5,Austin
STR,18,1:41:731,52.0,3.0,23.0,SOFT,Racing Point,22.0,36.3,1000.6,False,28.7,189,1.3,Austin
STR,18,1:41:705,53.0,3.0,24.0,SOFT,Racing Point,21.7,36.7,1000.5,False,28.4,235,4.2,Austin
STR,18,1:42:837,54.0,3.0,25.0,SOFT,Racing Point,21.6,37.1,1000.5,False,28.2,213,1.6,Austin
STR,18,1:44:269,55.0,3.0,26.0,SOFT,Racing Point,22.0,36.7,1000.5,False,28.6,205,1.2,Austin
MAG,20,1:44:529,2.0,1.0,2.0,MEDIUM,Haas F1 Team,21.4,23.9,1002.0,False,28.9,171,2.5,Austin
MAG,20,1:43:617,3.0,1.0,3.0,MEDIUM,Haas F1 Team,21.5,24.7,1002.0,False,28.9,151,3.0,Austin
MAG,20,1:43:394,4.0,1.0,4.0,MEDIUM,Haas F1 Team,21.1,24.8,1001.8,False,29.0,268,1.6,Austin
MAG,20,1:43:230,5.0,1.0,5.0,MEDIUM,Haas F1 Team,21.2,25.0,1001.7,False,29.0,54,1.4,Austin
MAG,20,1:43:127,6.0,1.0,6.0,MEDIUM,Haas F1 Team,21.4,24.9,1001.7,False,29.1,154,0.7,Austin
MAG,20,1:43:773,7.0,1.0,7.0,MEDIUM,Haas F1 Team,21.8,23.9,1001.8,False,29.5,0,2.6,Austin
MAG,20,1:44:145,8.0,1.0,8.0,MEDIUM,Haas F1 Team,21.7,23.2,1001.7,False,29.3,125,2.9,Austin
MAG,20,1:45:470,9.0,1.0,9.0,MEDIUM,Haas F1 Team,21.4,24.3,1001.8,False,29.3,269,3.2,Austin
MAG,20,1:45:899,10.0,1.0,10.0,MEDIUM,Haas F1 Team,21.4,24.3,1001.6,False,29.1,181,1.9,Austin
MAG,20,1:44:700,11.0,1.0,11.0,MEDIUM,Haas F1 Team,21.2,24.6,1001.6,False,29.1,111,2.0,Austin
MAG,20,1:44:042,12.0,1.0,12.0,MEDIUM,Haas F1 Team,21.4,25.5,1001.5,False,29.3,359,2.5,Austin
MAG,20,1:43:938,13.0,1.0,13.0,MEDIUM,Haas F1 Team,21.6,25.1,1001.4,False,29.2,116,1.1,Austin
MAG,20,1:45:310,14.0,1.0,14.0,MEDIUM,Haas F1 Team,21.7,25.2,1001.5,False,29.4,188,2.3,Austin
MAG,20,1:44:965,15.0,1.0,15.0,MEDIUM,Haas F1 Team,21.8,26.1,1001.5,False,29.4,337,2.8,Austin
